Titel;Frage;Ebene;Metabereichtyp;Bereichtyp;Raumtyp;Objektklasse;Objekttyp;Antworttyp;Antwortoptionen;Standard Antwort;Einheit;Bedingung;Pflicht;Foto_Pflicht;HilfeText;Kluster;Reihenfolge;Activ;Fragekatalog;Autor;Version;Änderungsdatum;Min_LOD;Zielgruppe;Fototyp;HilfeMedien;Objektart
FL_Oeffenbar;Flügeltyp?;Objekt;;;;Bauphysik – Türen;Flügel (Türblatt);Einzelauswahl;"Gangflügel (öffenbar);Standflügel (fest);weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
FL_Material;Materialität des Türblatts?;Objekt;;;;Bauphysik – Türen;Flügel (Türblatt);Einzelauswahl;"Holz/Span;HPL/Schichtstoff;Glas;Stahl;Aluminium;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
FL_Griff_vorh;Griff vorhanden?;Objekt;;;;Bauphysik – Türen;Flügel (Türblatt);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
FL_Verschliessbar;Verschließbar (Schloss/Bänder)?;Objekt;;;;Bauphysik – Türen;Flügel (Türblatt);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
FL_Einlage_vorh;Einlage/Füllung vorhanden?;Objekt;;;;Bauphysik – Türen;Flügel (Türblatt);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
FL_Schliesser_vorh;Türschließer vorhanden?;Objekt;;;;Bauphysik – Türen;Flügel (Türblatt);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
GR_Material;Material des Griffs?;Objekt;;;;Bauphysik – Türen;Griff;Einzelauswahl;"Edelstahl;Aluminium;Messing;Kunststoff;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
GR_Typ;Grifftyp?;Objekt;;;;Bauphysik – Türen;Griff;Einzelauswahl;"Drücker;Stoßgriff;Muschelgriff;Knauf;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SB_Verriegelung;Verriegelung?;Objekt;;;;Bauphysik – Türen;Schloss/Bänder;Einzelauswahl;"Einfachverriegelung;Mehrfachverriegelung;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SB_Schliesspunkte;Anzahl Schließpunkte?;Objekt;;;;Bauphysik – Türen;Schloss/Bänder;Zahl;;;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SB_Schlossnummer;Schlossnummer (falls lesbar)?;Objekt;;;;Bauphysik – Türen;Schloss/Bänder;Text;;;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SB_Schluesselnummer;Schlüsselnummer (falls lesbar)?;Objekt;;;;Bauphysik – Türen;Schloss/Bänder;Text;;;-;immer;Nein;Nein;;Bauphysik – Hülle;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SB_Scharnier;Scharnier-/Bandtyp?;Objekt;;;;Bauphysik – Türen;Schloss/Bänder;Einzelauswahl;"Einbohrband;Aufschraubband;Objektband;Bodentürband;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SB_Pendelbar;Pendelbar?;Objekt;;;;Bauphysik – Türen;Schloss/Bänder;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
EL_Material;Materialität der Einlage?;Objekt;;;;Bauphysik – Türen;Einlage;Einzelauswahl;"Glas;Holzplatte;Metallplatte;Lüftungsgitter;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
EL_Flaeche;Flächenanteil (%)?;Objekt;;;;Bauphysik – Türen;Einlage;Zahl;;;%;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
EL_Beschreibung;Beschreibung/Anmerkung?;Objekt;;;;Bauphysik – Türen;Einlage;Text;;;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SL_Art;Art des Türschließers?;Objekt;;;;Bauphysik – Türen;Schließer;Einzelauswahl;"Obentürschließer;Bodentürschließer;Freilauf;integriert;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SL_Einstellbar;Einstellbar?;Objekt;;;;Bauphysik – Türen;Schließer;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SL_Foto;Typenschild-Foto;Objekt;;;;Bauphysik – Türen;Schließer;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;Typenschild;;Sub-Objekt
ZA_Wanddicke;Wanddicke / Zargentiefe (mm)?;Objekt;;;;Bauphysik – Türen;Zarge;Zahl;;;mm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);3;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ZA_LichteHoehe;Lichte Durchgangshöhe (cm)?;Objekt;;;;Bauphysik – Türen;Zarge;Zahl;;;cm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);2;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ZA_LichteBreite;Lichte Durchgangsbreite (cm)?;Objekt;;;;Bauphysik – Türen;Zarge;Zahl;;;cm;immer;Ja;Nein;Nutzbare Öffnungsbreite – wichtig für Barrierefreiheit.;Geometrie & Maße (Dimensionen);1;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ZA_Typ;Zargentyp?;Objekt;;;;Bauphysik – Türen;Zarge;Einzelauswahl;"Umfassungszarge;Blockzarge;Eckzarge;Stahlzarge;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ZA_Material;Material der Zarge?;Objekt;;;;Bauphysik – Türen;Zarge;Einzelauswahl;"Holz;Stahl;Aluminium;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ZA_Schwelle;Schwelle?;Objekt;;;;Bauphysik – Türen;Zarge;Einzelauswahl;"mit Anschlag;barrierefrei (flach);keine;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
FT_Position;Position?;Objekt;;;;Bauphysik – Türen;Feststehendes Teil;Einzelauswahl;"Seitenteil links;Seitenteil rechts;Oberlicht;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
FT_Material;Materialität?;Objekt;;;;Bauphysik – Türen;Feststehendes Teil;Einzelauswahl;"Holz;Glas;Stahl;Aluminium;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
FT_Einlage_vorh;Einlage vorhanden?;Objekt;;;;Bauphysik – Türen;Feststehendes Teil;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SF_Bauart;Bauart der Führung?;Objekt;;;;Bauphysik – Türen;Schiebe-Führung/Tasche;Einzelauswahl;"Wandtasche;Aufputz-Laufschiene;Nische;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SF_Foto;Foto;Objekt;;;;Bauphysik – Türen;Schiebe-Führung/Tasche;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;Detail;;Sub-Objekt
TB_Material;Material?;Objekt;;;;Bauphysik – Türen;Torblatt/Paneel;Einzelauswahl;"Stahl (Sandwich);Aluminium;Holz;Kunststoff;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
TB_Paneele;Anzahl Paneele/Lamellen?;Objekt;;;;Bauphysik – Türen;Torblatt/Paneel;Zahl;;;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
TB_Verglasung;Sichtfenster/Verglasung?;Objekt;;;;Bauphysik – Türen;Torblatt/Paneel;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
TA_Art;Antriebsart?;Objekt;;;;Bauphysik – Türen;Torantrieb/Steuerung;Einzelauswahl;"Kettenantrieb;Zahnriemen;Wellenantrieb (Roll);Drehtorantrieb;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
TA_Bedienung;Bedienung?;Objekt;;;;Bauphysik – Türen;Torantrieb/Steuerung;Mehrfachauswahl;"Handsender;Codetaster;Schlüsselschalter;App;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
TA_Notentriegelung;Notentriegelung vorhanden?;Objekt;;;;Bauphysik – Türen;Torantrieb/Steuerung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
TA_Foto;Typenschild-Foto;Objekt;;;;Bauphysik – Türen;Torantrieb/Steuerung;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;Typenschild;;Sub-Objekt
TS_Art;Sicherheitseinrichtungen? (Mehrfach);Objekt;;;;Bauphysik – Türen;Torsicherheit;Mehrfachauswahl;"Lichtschranke;Kontakt-/Schließkantenleiste;Einzugssicherung;Ampel/Warnleuchte;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
TS_Foto;Foto;Objekt;;;;Bauphysik – Türen;Torsicherheit;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;Detail;;Sub-Objekt
BT_Bezeichnung;Kurzbezeichnung (z. B. AW01)?;Gebäude;;;;Bauphysik – Hülle (opak);;Text;;;-;immer;Ja;Nein;;Allgemein / Identifikation;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BT_Flaeche;Bauteilfläche (m²)?;Gebäude;;;;Bauphysik – Hülle (opak);;Zahl;;;m²;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BT_Angrenzung;Angrenzung (was ist auf der anderen Seite)?;Gebäude;;;;Bauphysik – Hülle (opak);;Einzelauswahl;"Außenluft;Erdreich;unbeheizter Raum;andere Gebäudeeinheit;weiß nicht";;-;immer;Ja;Nein;Bestimmt Temperatur-Randbedingung und Verlustweg.;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BT_Orientierung;Orientierung (bei Außenwänden)?;Gebäude;;;;Bauphysik – Hülle (opak);;Einzelauswahl;"Nord;Ost;Süd;West;n.a. (Dach/Boden);weiß nicht";;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BT_Baualter;Baualter / Sanierungsstand?;Gebäude;;;;Bauphysik – Hülle (opak);;Text;;;-;immer;Nein;Nein;Ursprungsjahr und ggf. Jahr der energetischen Sanierung.;Allgemein / Identifikation;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BT_UWert;U-Wert (falls bekannt/berechnet, W/m²K)?;Gebäude;;;;Bauphysik – Hülle (opak);;Text;;;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
BT_Schichtaufbau;Schichtaufbau bekannt?;Gebäude;;;;Bauphysik – Hülle (opak);;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BT_AnzSchichten;Anzahl Schichten?;Gebäude;;;;Bauphysik – Hülle (opak);;Zahl;;;-;«BT_Schichtaufbau» = Ja;Ja;Nein;Legt die Schichten an – Erfassung von INNEN nach AUSSEN.;Bauphysik – Hülle;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BT_Foto;Foto des Bauteils/Aufbaus;Gebäude;;;;Bauphysik – Hülle (opak);;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Objekt
SC_Position;Position (von innen = 1)?;Gebäude;;;;Bauphysik – Hülle (opak);Schicht (Schichtaufbau);Zahl;;;-;immer;Ja;Nein;Von innen nach außen zählen.;Allgemein / Identifikation;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
SC_Material;Material (aus Normkatalog)?;Gebäude;;;;Bauphysik – Hülle (opak);Schicht (Schichtaufbau);Einzelauswahl;(Normmaterial-Katalog);;-;immer;Ja;Nein;λ, Rohdichte und sd werden automatisch aus dem Katalog übernommen.;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
SC_Staerke;Schichtstärke (cm)?;Gebäude;;;;Bauphysik – Hülle (opak);Schicht (Schichtaufbau);Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
SC_Tragend;Tragend?;Gebäude;;;;Bauphysik – Hülle (opak);Schicht (Schichtaufbau);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SC_Gefach;Gefach-/Ständerkonstruktion (inhomogen)?;Gebäude;;;;Bauphysik – Hülle (opak);Schicht (Schichtaufbau);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;z. B. Holzständer mit Dämmung dazwischen.;Bauphysik – Hülle;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SC_Staenderanteil;Anteil Ständer/Rippen (%)?;Gebäude;;;;Bauphysik – Hülle (opak);Schicht (Schichtaufbau);Zahl;;;%;«SC_Gefach» = Ja;Nein;Nein;;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SC_Staendermaterial;Materialität des Ständers?;Gebäude;;;;Bauphysik – Hülle (opak);Schicht (Schichtaufbau);Einzelauswahl;"(Normmaterial-Katalog);Holz;Stahl;weiß nicht";;-;«SC_Gefach» = Ja;Nein;Nein;;Bauphysik – Hülle;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SC_Anmerkung;Anmerkung?;Gebäude;;;;Bauphysik – Hülle (opak);Schicht (Schichtaufbau);Text;;;-;immer;Nein;Nein;"z. B. „Vollziegel im Zahnverband"".";Bauphysik – Hülle;70;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
WB_Typisch;Typische Wärmebrücke auswählen?;Objekt;;;;Bauphysik – Wärmebrücken;;Einzelauswahl;"Balkonplatten-Einbindung;Fensteranschluss (Laibung/Sturz/Brüstung);Rollladenkasten;Gebäudekante/Außenwandecke;Geschossdecken-Einbindung;Fußpunkt/Sockel;Attika;Traufe/Ortgang;Heizkörpernische;durchbindender Träger/Stütze;andere (Freitext);weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WB_Freitext;"Bezeichnung (falls „andere"")?";Objekt;;;;Bauphysik – Wärmebrücken;;Text;;;-;«WB_Typisch» = andere (Freitext);Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WB_Lage;Lage / Bauteilbezug?;Objekt;;;;Bauphysik – Wärmebrücken;;Einzelauswahl;"Außenwand;Dach;Geschossdecke;Bodenplatte;Fenster/Tür;weiß nicht";;-;immer;Nein;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WB_Daemmung;Ist die Wärmebrücke gedämmt/entschärft?;Objekt;;;;Bauphysik – Wärmebrücken;;Einzelauswahl;"ja;teilweise;nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
WB_Schimmel;Schimmel/Feuchte an der Stelle?;Objekt;;;;Bauphysik – Wärmebrücken;;Einzelauswahl;"kein;Verfärbung;Schimmel sichtbar;weiß nicht";;-;immer;Nein;Nein;Innenseitig an der kältesten Stelle prüfen.;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WB_Oberflaechentemp;Oberflächentemperatur innen (°C, falls gemessen)?;Objekt;;;;Bauphysik – Wärmebrücken;;Zahl;;;°C;immer;Nein;Nein;;Bauphysik – Hülle;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
WB_PsiChi;Ψ-/χ-Wert (falls bekannt)?;Objekt;;;;Bauphysik – Wärmebrücken;;Text;;;-;immer;Nein;Nein;;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
WB_Foto;Foto der Wärmebrücke;Objekt;;;;Bauphysik – Wärmebrücken;;Foto-Upload;;;-;immer;Nein;Ja;"Pflicht – Stelle mit Umgebung zeigen; ggf. Thermografie.";Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Detail;;Objekt
WBL_Laenge;Länge (m)?;Objekt;;;;Bauphysik – Wärmebrücken;Lineare Wärmebrücke;Zahl;;;m;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WBP_Anzahl;Anzahl?;Objekt;;;;Bauphysik – Wärmebrücken;Punktförmige Wärmebrücke;Zahl;;;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
